Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
REF13,1,8,SCHOTAB,3,N,,
REF13,1,8,PHALARU,1,I,,
REF13,1,8,LYTHSAL,2,I,,
REF13,1,8,IRISPSE,0.1,I,,
REF13,1,8,EQUIFLU,0.1,N,,
REF13,1,8,LITTER,35,,,
REF13,1,8,MUD,58,,,
REF13,1,17,CARELYN,98,N,161,
REF13,1,17,AGROSTO,0.1,E,,
REF13,1,17,ELEOPAL,0.1,N,,
REF13,1,17,MUD,2,,,
REF13,1,5,CARELYN,45,N,137,
REF13,1,5,ELEOPAL,0.1,N,,
REF13,1,5,MUD,55,,,
REF13,1,19,CARELYN,52,N,158,
REF13,1,19,SCHOTAB,0.1,N,,
REF13,1,19,MUD,48,,,
REF13,1,3,CARELYN,70,N,201,
REF13,1,3,TYPHLAT,1,N,,
REF13,1,3,SYMPSUB,1,N,,
REF13,1,3,SIUMSUA,0.1,N,,
REF13,1,3,POTEANS,1,N,,
REF13,1,3,EQUIFLU,0.1,N,,
REF13,1,3,MUD,27,,,
REF13,1,14,TYPHLAT,1,N,,
REF13,1,14,PHALARU,6,I,,
REF13,1,14,POTEANS,0.1,N,,
REF13,1,14,CARELYN,0.1,N,118,
REF13,1,14,AGROSTO,0.1,E,,
REF13,1,14,EQUIARV,0.1,N,,
REF13,1,14,LITTER,80,,,
REF13,1,14,MUD,13,,,
REF13,1,4,RUMEOCC,2,E,,
REF13,1,4,PHALARU,1,I,,
REF13,1,4,EQUIARV,0.1,N,,
REF13,1,4,POTEANS,1,N,,
REF13,1,4,WOOD,5,,,
REF13,1,4,LITTER,90,,,
REF13,1,4,CARELYN,0.1,N,130,
REF13,1,4,LATHPAL,0.1,N,,
REF13,1,4,LYTHSAL,0.1,I,,
REF13,1,4,IRISPSE,0.1,I,,
REF13,1,9,LYTHSAL,2,I,,
REF13,1,9,PHALARU,3,I,,
REF13,1,9,EQUIARV,0.1,N,,
REF13,1,9,LOG,12,,,
REF13,1,9,SCHEARU,1,U,,
REF13,1,9,POTEANS,0.1,N,,
REF13,1,9,SALISP,0.1,U,,
REF13,1,9,LATHPAL,0.1,N,,
REF13,1,9,BETUPEN,1,E,,
REF13,1,9,LITTER,81,,,
REF13,1,12,CARELYN,32,N,121,
REF13,1,12,ELEOPAL,0.1,N,,
REF13,1,12,EQUIFLU,1,N,,
REF13,1,12,POTEANS,0.1,N,,
REF13,1,12,JUNCBAL,0.1,N,,
REF13,1,12,AGROSTO,0.1,E,,
REF13,1,12,MUD,67,,,
REF13,1,11,CARELYN,20,N,118,
REF13,1,11,ELEOPAL,35,N,,
REF13,1,11,BIDECER,0.1,N,,
REF13,1,11,GLYCSP,0.1,U,,
REF13,1,11,AGROSTO,0.1,E,,
REF13,1,11,LITTER,1,,,
REF13,1,11,MUD,45,,,
REF13,1,16,CARELYN,85,N,145,
REF13,1,16,ELEOPAL,0.1,N,,
REF13,1,16,AGROSTO,0.1,E,,
REF13,1,16,LITTER,1,,,
REF13,1,16,MUD,14,,,
REF13,1,20,CARELYN,60,N,151,
REF13,1,20,ELEOPAL,0.1,N,,
REF13,1,20,AGROSTO,0.1,E,,
REF13,1,20,CALLSTA,0.1,E,,
REF13,1,20,ALISTRI,0.1,N,,
REF13,1,20,MUD,40,,,
REF13,1,6,CARELYN,85,N,165,
REF13,1,6,AGROSTO,0.1,E,,
REF13,1,6,ELEOPAL,0.1,N,,
REF13,1,6,MUD,15,,,
REF13,1,1,CARELYN,40,N,147,
REF13,1,1,TYPHLAT,1,N,,
REF13,1,1,LYTHSAL,1,I,,
REF13,1,1,AGROSTO,1,E,,
REF13,1,1,ELEOPAL,0.1,N,,
REF13,1,1,SAGILAT,0.1,N,,
REF13,1,1,PHALARU,0.1,I,,
REF13,1,1,CALTPAL,0.1,N,,
REF13,1,1,MUD,55,,,
REF13,1,1,LITTER,2,,,
REF13,1,18,SCHOTAB,2,N,,
REF13,1,18,IMPACAP,0.1,N,,
REF13,1,18,LYTHSAL,0.1,I,,
REF13,1,18,CALLSTA,0.1,E,,
REF13,1,18,ELEOPAL,0.1,N,,
REF13,1,18,CARELYN,0.1,N,126,
REF13,1,18,WOOD,40,,,
REF13,1,18,LITTER,40,,,
REF13,1,18,MUD,18,,,
REF13,1,2,CARELYN,15,N,128,
REF13,1,2,RUMEOCC,5,N,,
REF13,1,2,POTEANS,5,N,,
REF13,1,2,LYTHSAL,2,I,,
REF13,1,2,LYCOEUR,2,N,,
REF13,1,2,CALLSTA,0.1,E,,
REF13,1,2,LATHPAL,0.1,N,,
REF13,1,2,AGROSTO,0.1,E,,
REF13,1,2,MUD,70,,,
REF13,1,2,LITTER,1,,,
REF13,1,7,CARELYN,20,N,147,
REF13,1,7,MENYTRI,5,N,,
REF13,1,7,AGROSTO,5,E,,
REF13,1,7,ELEOPAL,0.1,N,,
REF13,1,7,POTEANS,2,N,,
REF13,1,7,LYTHSAL,5,I,,
REF13,1,7,CALTPAL,10,N,,
REF13,1,7,LYCOEUR,1,E,,
REF13,1,7,GLYCSP,0.1,U,,
REF13,1,7,LITTER,2,,,
REF13,1,7,MUD,50,,,
REF13,1,13,TYPHLAT,2,N,,
REF13,1,13,LYCOEUR,1,E,,
REF13,1,13,PHALARU,20,I,,
REF13,1,13,CARELYN,15,N,146,
REF13,1,13,AGROSTO,10,E,,
REF13,1,13,LITTER,5,,,
REF13,1,13,MUD,47,,,
REF13,1,10,IRISPSE,1,I,,
REF13,1,10,TYPHANG,15,I,,
REF13,1,10,LYTHSAL,1,I,,
REF13,1,10,CARELYN,1,N,141,
REF13,1,10,EQUIARV,0.1,N,,
REF13,1,10,WOOD,20,,,
REF13,1,10,LITTER,45,,,
REF13,1,10,MUD,18,,,
REF13,1,15,SCHOTAB,2,N,,
REF13,1,15,IRISPSE,0.1,I,,
REF13,1,15,EQUIFLU,2,N,,
REF13,1,15,PHALARU,5,I,,
REF13,1,15,POTEANS,7,N,,
REF13,1,15,LATHPAL,0.1,N,,
REF13,1,15,CARELYN,1,N,137,
REF13,1,15,AGROSTO,0.1,E,,
REF13,1,15,LITTER,50,,,
REF13,1,15,MUD,33,,,
